author,date,score,comment
M*8,2019-05-05,5,没有进去参观，我们是11点左右到的，正好有一辆从俄罗斯开来的火车运送木材，好多好多各种各样的木材。景区门口卖的俄罗斯柿子，马奶柿子，皮球柿子，还有个叫啥忘记了～黄色的最好吃～景区门口有不少卖小商品的，砍价后很便宜，都是中国制造的
迷*羊,2018-08-23,5,来满洲里其实就是为了来国门，边境线呀～基本上国门就是满洲里尽头了，离套娃广场不远，离城区也不远。。毕竟满洲里没多大。中苏街公交过来的。国门门票不便宜，七十还是八十，网上买便宜了几块钱。41号界碑打卡。主要就是看界碑和岗哨小哥哥[奸笑][奸笑]中间那个楼里是满洲里的一些展览，上二层就行了，还以为三层视野更好呢，结果就是楼道里的特产店。。满洲里除了过于商业化外，其他还是挺好的。。。
h*1,2018-07-12,3,在网上买就要保留好票据信息，因为至少检票2次。我觉得满洲里国门景点比较坑的地方在于，好几十一个人，就是蜂拥而至的爬楼梯。好几层楼高。到上面也看不到什么景色。而且国门本来挺庄严的，居然每个楼层都有卖旅游纪念品的。相对满洲里红色展览馆倒是环境很好，知识很丰富。个人觉得票价与景点不太匹配。
兴*淼,2019-07-07,5,满洲里必去的景区，看看国门，看看界碑，风景很好，七月初去的认不是很多，天气很好，交通方便，停车方便。
因*2,2019-08-19,5,还不错，方便！！！就是没有儿童票
z*9,2018-08-16,5,还是推荐的，认为出来旅游，不要以值不值去评价一个景区，你想得到什么，当花钱长见识，国门是中国的一个门面，感受国家的强大，我觉得还是很值得的
w*6,2019-07-07,0,满洲里必去的景区，看看国门，看看界碑，风景很好，七月初去的认不是很多，天气很好，交通方便，停车方便。
p*2,2019-08-18,0,门票是真的贵，感觉也就值30块钱，听说以前卖80，现在便宜点70元啦，这一根冰棍30元🌝超级坑的景区。云南瑞丽的国门都不要钱 免费看的
p*7,2019-07-03,0,满洲里是中俄边境的贸易之城，这里的国门景区是最大的景点了，我们的国门相当的大还可以登上去对面的国门相比之下气势就差多了。
m*3,2019-07-03,0,来满洲里一定要到国门景区来玩一圈，本来只是准备去大草原的，但是人家都说满洲里这个地方特别棒就特地来这里玩了，国门景区真的很经典好大好漂亮！
b*8,2019-07-02,0,满洲里这里的国门景区很大啊，国门也很气派比对面俄罗斯的大多了，这里的人也很多还有很多外国人也来这里参观很值得来这里一次。
开*柿,2019-05-25,5,景区不大，但是来参观意义非常重大，可以看见从新中国开始五个国门的形状，了解国门的历史，还可以看到对面俄罗斯的国门，很有教育
陈*迪,2019-02-13,5,满洲里这个城市满满的外族风情，五颜六色的建筑就像唱着歌跳着舞的喀秋莎一样热情奔放。而在国门边境上，没有想到我们距离俄罗斯就这么近，近到可以看到对面街上的行人（然而并没有人），和塔楼上的俄罗斯士兵。据说以前，还有人对着这边唱歌跳舞，现在嘛可能游客太多了人家不好意思哈哈哈哈。虽然人们被边境线拦着，可火车是畅通无阻的。看着火车轰隆隆从对面开过来，又开过去，感觉还真是挺奇妙的
L*嘟,2019-07-08,5,个人觉得国门不应该收门票。为祖国的强大自豪！
M*8,2019-05-18,5,服务很棒，订的家庭套房淡季还帮免费升级豪华套房。早上还有免费提拉米苏，最主要入住后套娃广场免费进。大宝的评价就是好棒
卢*魂,2019-07-03,5,满洲里是中国的边境，这里的国门景区人非常的多，国门非常的壮观啊，真的是好大好大，满洲里真的是一个很不错的城市，边境贸易很多东西也很多。
申*e,2019-07-03,5,满洲里是中俄边境的贸易之城，这里的国门景区是最大的景点了，我们的国门相当的大还可以登上去对面的国门相比之下气势就差多了。
可*鸭,2019-07-03,5,来满洲里一定要到国门景区来玩一圈，本来只是准备去大草原的，但是人家都说满洲里这个地方特别棒就特地来这里玩了，国门景区真的很经典好大好漂亮！
S*魂,2019-07-02,5,满洲里这里的国门景区很大啊，国门也很气派比对面俄罗斯的大多了，这里的人也很多还有很多外国人也来这里参观很值得来这里一次。
T*s,2018-09-04,5,天蓝草绿，风吹云淡风轻云淡的地方，酒店设施齐全，环境优雅，景色迷人，服务周到，卫生一流，价格小贵，不过因为是假期，所以难免小贵一点，但是也是能够接受的范围。所以还是值得拥有。开车出行最重要的是有车位，别无他求，一切尽在不言中。带着全家来一次深度游，全程往返八千多公里，一路平安，一路风尘，一路美景。因为自驾稍有些累，但是看到全家人玩的开心，所以一定要住的称心。别不多说，既然出门旅游，就要吃好，喝好，睡好，才能玩好！！！！
徐*团,2018-04-01,5,国门景区真的不错，高大雄伟的国门，让人不由得会心生自豪感，望着哨兵、界碑、俄罗斯的国门，看着穿两侧国门而过的中俄列车，真切地感到自己在边境线上啦。既然叫景区当然并不仅仅是国门，有较大的一片区域，还有之前几代国门的模型，以及其他一些景点展区。站在国门的二楼，可以俯瞰下面两国交界的一片区域。国门景区确实值得参观，但门票也真的算贵。我们觉得应该定位于爱国主义教育基地的景区，80元的门票确实贵啊（这是2014的票价）。
玖*童,2018-10-10,5,很值得一去的。中苏边境北国第一门，既感受爱过主义教育，又可以游玩购物。可以做观光车，也可以不做，做就做单程，从出口出来就是免税购物去。参观顺序，界碑，上楼，跨过铁路在另一边下楼，继续拍照，参观。。。
_*0,2019-07-06,3,爬辣么高的楼居然不让坐电梯  让老人和孩子坐坐也行吗   好像是成了那些小商贩的专利   门票也有点小贵   最坑的是景区外的停车场  外地私家车一定要小心了  即使有停车位也要小心被贴罚单  
茂*节,2019-06-01,4,国门非常气派，就是门票有点高了，作为爱国教育基地，象征性收点门票比较好。
M*8,2019-05-31,4,。呼伦贝尔满洲里国门景区南北长约1800米，东西约720米，占地约130万平方米，最北边至中蒙边境线。景区以国门、界碑为核心，以“边关文化”和爱国主义教育为主题，以二连城市历史变迁发展为主线，全力打造一个国内独具边境文化特色，并集旅游观光、军旅体验、爱国主义教育为一体的综合性景区。景区分为入迎宾区、沿途引景区、火车纪念广场区、国门参观区、警犬训练区和界碑参观区几部分。
M*3,2019-05-29,5,看着火车隆隆在中俄两国边境之间穿梭，感觉到这就是国门，就是边境，那边就是异国他乡，41号界碑矗立此处，更加明确地告诉我那边就是俄罗斯。看看以前的四代国门，再看看现在巍然耸立的国门，愈发感觉祖国的强大。在中共六大纪念馆和会谈会晤纪念馆了解到过去辉煌的历史。当地的哥说门票太贵不值得，我觉得不虚此行！
M*0,2019-05-24,5,之前去过三次了，每次去的的时候都有不一样变化，了解更多国门的知识，现在这个国门是第五代了好像，最早的是一个木头和搭成的，这些都在博物馆也看到的，非常好，出行也方便，而且满洲里还有一个套娃广场，非常好玩的地方
1*9,2019-07-10,4,算是个红色旅游景点吧，挺好的看看祖国的强大。但是千万不要听里面的人忽悠坐里面游览小车，还让包车说里面景点离的远。结果里面真不大，走不远都能到。坑
M*1,2019-07-09,5,值得一去的地方，我国强大，没有对比就没有伤害。
d*3,2019-10-05,5,取票太方便了！自助购票也方便！售票大厅排长队 这里基本等两三人就能买上！而且网上购票实惠很多
许*星,2019-04-23,5,满洲里国门：位于满市西部中俄边境处我方一侧的乳白色建筑。国门总长105米，高43.7米，宽46.6米，2008年建成。是第五代国门。国门景区占地面积13平方公里，包括41号界碑、国门、红色国际秘密交通线遗址、和平之门主体雕塑和满洲里历史浮雕、红色旅游展厅、火车头广场等景点。登上国门，俄境后贝加尔斯克区的车站、建筑、街道、行人尽收眼底。
亮*灏,2019-02-19,5,满洲里国门景区真的体现了国家这些年的繁荣昌盛，与邻居老毛子相比在基础建设和经济相比差距明显。当然国门景区还是购物的好地方，虽然价格不是很优惠，但种类齐全。唯一遗憾的是没有去俄罗斯看看。
千*骑,2019-07-13,5,总体来说还是不错，接受了一次爱国主义教育，但是景区的工作人员对业务不算太熟悉，比如41号界碑旁边还有一个40号的红白相间石碑没有人能说清楚！
l*n,2019-07-12,5,还是值得去一趟的。乘乘小火车，看看边界。关键是周围有太多免税店了，几乎都是俄罗斯进口的。看到很多游客专门过来买俄罗斯紫龙晶，还有紫金。
E*2,2019-07-11,4,好。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
心*g,2018-11-09,4,满洲里口岸是与我国与俄罗斯陆路接壤的边境口岸 ，也是满洲里地区推荐的旅游景点。口岸设施建设简单有特色，不时可以看到俄罗斯方面的火车经过。
c*h,2019-05-22,5,国门还是去很值得去看看的，祖国的边境之一。爬上国门可以看到中俄两国的边境风光，国门里面也有很多特色纪念品的店，可以购物哦。
p*8,2019-08-23,5,普票方便，景区观景舒适，环境还可以
M*4,2018-07-26,5,值得一去！红色教育，带孩子去很有意义！
M*4,2019-06-29,5,国门很壮观   里面卖东西的很讨厌   千万别在里面买东西  宰人
j*6,2018-08-14,5,可以上楼，爬楼梯没电梯
逍*在,2019-03-20,5,中国的北大门，，高43.7米，宽46.6米，2008年建成。国门庄严肃穆，在国门乳白色的门体上方嵌着“中华人民共和国”七个鲜红大字，上面悬挂的国徽闪着的金光，国际铁路在下面通过。现在的满洲里国门是第五代国门 国门景区占地面积13平方公里，包括41号界碑、国门、红色国际秘密交通线遗址、和平之门主体雕塑和满洲里历史浮雕、红色旅游展厅、火车头广场等景点。国门景区还有中俄贸易免税购物商场，里边俄罗斯食品很多，推荐大头娃娃巧克力，很正宗的很好吃
s*4,2019-05-31,0,景点不错，国门很雄伟壮阔，就是去的时候有点冷
c*0,2019-07-11,0,打卡地，景区充斥着各类商店，逛点较少，性价比一般，停车倒不贵，一律5元不限时
C*_,2019-08-09,5,很方便 有自动取票机可以直接取走
独*1,2019-01-25,5,满洲里口岸“国门”，中俄两国国门友好相邻。从威严雄壮的中国国门下方的铁道口，就可穿视到俄罗斯的国门～
i*0,2019-07-09,0,值得一去的地方，我国强大，没有对比就没有伤害。
因*2,2019-08-19,0,还不错，方便！！！就是没有儿童票
i*0,2019-08-03,5,国门，看着很雄伟壮观，但是仔细想想好像不合适作为景点呢
i*0,2019-08-03,5,国门，看着很雄伟壮观，但是仔细想想好像不合适作为景点呢
6*6,2019-06-28,3,说实话，国门景区没什么景色好看的，更多的是爱国情怀的感受。对面破破烂烂，我们这头蒸蒸日上的反差，更能激励我们努力干！
z*g,2018-10-06,5,我爱你中国！亲爱的母亲！
雄*鹰,2019-05-11,3,说实话不值得买票进入游览。检查很严格，景区很小，30分钟就可以游完。
轻*步,2018-06-28,4,边境城市满洲里的标志性景点，这里是中俄边境，有很多跨境贸易，俄罗斯手工艺等商店很多，旅游购物的地方！还有个标志性的国门建筑！
M*6,2019-05-31,5,景点不错，国门很雄伟壮阔，就是去的时候有点冷
t*5,2019-07-18,5,挺方便的 再打点折就好了
阳*媚,2018-08-10,5,满洲里国门位于满市西部中俄边境区，国门总长105米，高43.7米，宽46.6米，2008年建成。国门庄严肃穆，在乳白色的门体上方嵌着“中华人民共和国”七个鲜红的大字，上面悬挂的国徽闪耀着金光，国际铁路在下面通过。国门景区占地面积13平方公里，包括41号界牌、国门、红色国际秘密交通线遗址、和平之门主体雕塑和满洲里浮雕、红色旅游展厅、火车头广场等景点。
1*8,2019-07-13,5,国门的宏伟、壮观，感到祖国的伟大。
h*n,2018-09-24,4,感觉贵了，只是个纪念意义的地方
行*下,2019-07-11,4,打卡地，景区充斥着各类商店，逛点较少，性价比一般，停车倒不贵，一律5元不限时
M*4,2019-07-06,5,电子票，方便，快捷，省时，省力。拿手机直接入门，里面的展厅出示手机订票信息就行。
唯*宝,2018-09-14,5,非常方便，不用取票，门口停车场5元随便停。进国门景区必须带身份证！！！那个啥免税购物区就没必要去了，东西也不便宜
小*圳,2019-07-01,4,不适合我的景点，完全是为了来而来
z*0,2019-07-13,0,国门的宏伟、壮观，感到祖国的伟大。
1*2,2019-05-30,3,有的景点名气很大，去了不逛会遗憾，逛了也没什么感觉，这就是介绍下历史而已，全当走过路过吧，不值票价！
只*花,2018-09-09,5,好！（此评论虽然才1个字，但语法严谨，用词工整，结构巧妙，琅琅上口，可谓言简意赅，足见评论人扎实的文字功底，以及信手拈来的写作技巧和惨绝人寰的创造能力，令人佩服佩服，再加上以感叹号收尾，实在是点睛之笔）
幻*9,2019-05-09,5,满洲里景区是我去过的第二个国门景区。每次在国门我都有一种油然而生的自豪感！满洲里国门景区不大，走路也用不了多长时间。去满洲里旅游必去的景区。
g*0,2019-07-11,0,景区不错，广场树太少，阳光直晒！打折后61元门票，也就来一次！太商业化了！
h*0,2019-07-11,3,景区不错，广场树太少，阳光直晒！打折后61元门票，也就来一次！太商业化了！
r*6,2018-11-19,5,取票方便快捷，很好的一次旅游体验
r*6,2018-11-19,5,景点不错，值得一游，取票方便
S*8,2018-10-25,5,今天天气不太好，已经是淡季了，到这儿的人也没几个，拍照没人抢镜头，这就是最大的动力了！从南来到北，一路感受不同的风景。
M*9,2019-07-08,3,不去后悔去了更后悔的地方，没什么意思
p*4,2019-07-07,0,虽然感觉小贵，不过毕竟是国门，必须进去看看，照相打卡，和界碑合影，哈哈
冷*儿,2018-10-14,5,耗资八千万的国门自然气派！景区里还有博物馆
_*7,2019-05-14,3,我去的时候10月份，没什么好看的。对面俄罗斯界啥都看不着。不过第一次注视国门，看界碑，挺有意义的。嗯！
_*6,2019-04-23,5,景区很大，景色优美，空气清新，趣味性强。适合男女老少游玩，我们去的时候是8月份中旬，天气凉爽，不冷不热，个人认为是最好的季节。
阿*星,2018-08-19,4,到满洲里一定要去国门看看，虽然国内边城不少，但把边境做成5A级景点的，独此一份吧，这里的国门建设的高端大气上档次，和对方的国门形成鲜明对比，几代国门的变迁，就是一部中俄关系史，很有意思，就是旺季人多，排队要排很久。
l*0,2019-04-17,4,远观界对岸的俄罗斯，仅此一个看点。人超多，若高的楼，没有电梯。腿脚不好的人上去比较困难。门票价格偏高。
凉*叔,2018-08-15,5,售票处有自动取票机，取票很方便。比现场买便宜了2块钱，还不错，对面就是俄罗斯国门，现在国门也是第五代国门了，既然到了满洲里，国门还是值得一逛的，旁边还有互贸区，很棒了。
当*儿,2018-06-25,4,满洲里国门景区是满洲里标志性的风景区，景色宜人，值得推荐给大家，趣味性强，性价比超高的，是不错的地方，不错哦！建筑有特色。
浅*丁,2018-08-10,4,其实还是挺有参观意义的，就是觉得80元门票有点小贵。一门分开两国，可以看到往来两国的货运火车，穿梭于此，俄罗斯近在眼前。可以登上二楼平台俯瞰两国风光，游客比较多，需要排队进入。登楼中有所谓的免税店。41号界碑的地方，人太多了，所以没拍。
M*3,2019-07-14,5,国门景点人很多，免税店里商品也不便宜
孟*里,2018-08-07,5,还可以，毕竟是国门，感受中俄边境风情和繁荣的贸易！
行*上,2019-07-13,5,好！！！！！！！！！！！！！！！
M*0,2019-07-13,5,好好好，中国的强大，骄傲自豪，好
z*4,2019-07-13,4,值得去看看。就是有点单一。。。
千*骑,2019-07-13,5,总体不错，但是工作人员对41号界碑旁边的40号红白相间的界碑不了解，有点遗憾！
1*0,2019-07-12,5,国门是值得去一趟的，有历史感，也可以购物
M*0,2019-07-12,5,为啥非得写评论，直接提交不行么？
2*7,2019-07-12,5,网上68，直接买70，省两块是两块，主要是也很方便，在旁边自助机很快出来。
云*6,2019-07-11,5,非常方便，里面景色不错，瞭望俄罗斯
m*i,2018-08-04,4,国门景区还算可以，也值得一看，里面适合拍个照。景区出口之后，有个卖吃的的地方忘了叫什么了，大列巴19.8元，提拉米苏19.8元，比较贵了，在往外一些，10元就可以买到了。旁边的所谓免税购物很没劲，每人十元办卡进去，里面就是一些吃的喝的，巧克力等一些特产，一家一家的，感觉都是私人的，招商招进来的，还不如市里步行街上买。
h*r,2018-03-10,5,国门经几度重建，落定成现在的样式。两端强壮的门柱塔架起中间厚厚的横框通道，庄严的国徽悬挂中央。从门柱可乘观光电梯到横框通道，通道实际是一个展示大厅，介绍国门的建设过程和经历。透过大厅的窗口，游客可眺望中俄边境两面的景色。国门之下，火车穿越两国边境。俄罗斯也有国门，但规模和设计远不如我们。国门充分反映了一个国家的经济实力。国门旁边的有从建国到现在，各个时期的国门模型展示。
z*9,2018-04-22,5,站在中俄边界的交汇处，国门的国徽庄严而神圣，五星红旗迎风飘扬，而对面的俄罗斯国门太逊色，作为中国公民的我一种民族自豪感不禁油然而升[微笑]感叹之余，一辆通往俄罗斯的火车缓缓驶来，展现了中俄两国的友好往来，祖国万岁[强]
M*9,2019-07-04,4,登上国门大厦，远眺俄罗斯;游览六大会址，回顾峥嵘岁月——国门景色令人难忘
1*0,2019-07-04,5,看国门变迁，感受到作为中国人的自豪，是爱国主义教育的好地方。
迷*铁,2019-07-04,5,变化真的太大了，和1993年比
麟*儿,2019-07-03,5,带着家人，老人孩子自驾游，非常好，我爱你大中国
幽*隅,2019-07-01,5,来到满洲里，你一定要去国门看一看，那是红色教育基地，了解一下历史
伊*喵,2019-07-01,5,国门景区，必要去打卡，但是套娃景区，如果随行没有小孩的的话，有点儿鸡肋！
1*0,2019-07-01,5,非常不错国门，远远看到俄罗斯，对比还是有的，还有几代国门的微缩景观，也可了解历史~
b*o,2018-10-06,5,挺好的 进去转转 感受下祖国的伟大！
三*多,2019-06-30,4,挺好，人不是太多，有人现场讲解最好！
M*6,2018-07-24,5,满洲里第五代国门是我国陆路口岸中最大的国门。景区包括41号界碑、红色国际秘密交通线遗址、红色旅游展厅、和平之门、火车头、战斗机等，是5A级景区，出口在互贸区，可以购买免税商品
y*o,2018-07-24,5,国门口一游，不仅是有国门和界碑，而且也了解了满洲里的历史和满洲里的红色记忆！
3*6,2019-06-29,5,人很多，有交通车可坐到国门下，有界碑，附近还有六大的纪念馆，值得一看。
扭*代,2019-06-28,5,自己带娃来国门，吐槽一下，电瓶车不是一般人能坐得起的，门票也真是贵
呼*木,2019-04-08,3,其实这个不应该叫做景区，里面真没啥景色，应该叫做爱国主义教育基地。里面除了界碑没有其他可看的。面对80元的门票，平分给三星已经算是很给面子了。
L*G,2018-04-22,0,站在中俄边界的交汇处，国门的国徽庄严而神圣，五星红旗迎风飘扬，而对面的俄罗斯国门太逊色，作为中国公民的我一种民族自豪感不禁油然而升[微笑]感叹之余，一辆通往俄罗斯的火车缓缓驶来，展现了中俄两国的友好往来，祖国万岁[强]
g*y,2018-05-30,4,见识了什么是国门，国门乳白色的门体上方嵌着“中华人民共和国”七个鲜红大字，上面悬挂的国徽闪着的金光，国际铁路在下面通过。景区内有41号界碑等.....值得一提的就是景区里的饮料等价格贼贵贼贵，特别是冷饮。
急*想,2018-06-29,3,到了满洲里肯定还是要去看看，不过也就是中国人，弄个地方就弄成景点赚钱，对面的俄罗斯国门很简单，总国门的顶层可以看到俄罗斯和满洲，真的感觉满洲里的建筑风格更像俄罗斯，俄罗斯却没有那些俄式建筑。
蓝*味,2018-08-07,3,国门还可以，套娃广场有些坑人，买了148元的门票包含里面游乐项目的费用，但是有些项目不是没开，就是限制开放时间，尤其是球幕飞翔影院，几百人在外面排队，有人从12点等到下午3点多依然没排上，因为一场只能进40人，一个小时只放一场，其实一场才10分钟而已。根本没有排进去的希望。景区制度真的需要整改！
z*5,2018-08-11,4,还行吧，就是上国门爬楼太费力。望远镜十块三分钟还不能换人。
y*0,2018-08-06,5,非常美！气候宜人！空气清爽！值得一看！
蒙*中,2018-08-01,3,把国门做成景区，还说是爱国主义教育基地，原本崇高的爱国热情被标价出售，真是醉了。从大门到国门有小火车往返，每人20元，但景区不大，没必要坐。出口很长全是商铺，全都买俄罗斯小商品，直通免税区，感觉整个景区就是个大号的高速公路服务区，档次太低。只有出国不容易的人才对国门感兴趣吧。
a*9,2019-05-24,4,一家老牌子的景点，还是不错的样子
星*儿,2018-08-29,5,国门必需去，环境优美，历史悠久
_*3,2019-05-20,5,挺好的，值得一去，有教育意义，不可多得的好去处
1*8,2018-03-10,0,国门经几度重建，落定成现在的样式。两端强壮的门柱塔架起中间厚厚的横框通道，庄严的国徽悬挂中央。从门柱可乘观光电梯到横框通道，通道实际是一个展示大厅，介绍国门的建设过程和经历。透过大厅的窗口，游客可眺望中俄边境两面的景色。国门之下，火车穿越两国边境。俄罗斯也有国门，但规模和设计远不如我们。国门充分反映了一个国家的经济实力。国门旁边的有从建国到现在，各个时期的国门模型展示。
蔷*5,2018-07-17,3,如果不是带孩子去，真的别去玩，啥也没有里面，除了几个游乐设备，比如碰碰车等，一张通票只能做一次，不买通票要补钱坐这些，个人觉得没啥意思，里面的小木屋都不开放，就四五个游戏机而已。实属浪费时间了，大马戏个人觉得没啥意思，没有新意，太一般了，不建议去内游玩，大马戏更没劲，240门票还不如在外面看看外景，照点相片，外面的旅游商店卖的奶豆，说好的蓝莓馅料的，买回来一尝是像咖啡色焦糖一样的馅料，上当了。不建议购买。
_*8,2017-10-02,5,五代国门见证了中国的发展。从第一代国门的两根木棍，到第二代国门的中苏门，再到第三代国门的世界无产者联合起来，再到第四代国门的中华人民共和国，最后第五代如此壮观的大国门。我们有幸看到了俄罗斯从两道国门运往中国的木材，看到了中俄两国合作发展的桥梁。
t*y,2019-05-08,4,慕名而去，中国这边的建筑景色更象俄罗斯。
r*9,2018-05-30,0,见识了什么是国门，国门乳白色的门体上方嵌着“中华人民共和国”七个鲜红大字，上面悬挂的国徽闪着的金光，国际铁路在下面通过。景区内有41号界碑等.....值得一提的就是景区里的饮料等价格贼贵贼贵，特别是冷饮。
_*9,2018-09-04,5,满洲里旅行必须打卡的地方！看到庄严肃穆的国门，确实心情满激动的，
3*5,2019-05-13,3,门票太贵，不值得。对面是俄罗斯小镇。
辣*面,2018-08-26,5,几年前自驾一路从沈阳去呼伦贝尔大草原，然后去满洲里，游览了国门景区，正赶上小长假，人超级多，拍照站排啊！！！国门看着巍峨，令人肃然起敬，记得界碑是41号界碑。值得一去！！！
e*3,2019-04-25,5,总体感觉可以，人也很多，还是不错的！
刘*阳,2019-04-24,5,有情怀的可以去看看，一般就是长辈们想看看。
二*哥,2018-10-11,5,国门是必须去的景点，爱国主义教育好去处。现在是第五代国门了。真正见证国家边防口岸变化的地方。
开*活,2019-04-22,5,在这上面购票让人出行很方便的。
1*0,2019-04-22,5,国门很漂亮，9月份这个季节来比较舒服。
6*6,2019-04-20,5,震撼 国门 感到自豪 景色不错
顾*孩,2019-04-18,5,去看看国门的历史，挺好的，感受一下气氛
M*3,2018-08-17,5,国门还是比较震撼的，但商业化气息浓厚，处处皆有售卖物品。参观国门馆内的楼梯较高，老人孩子有些吃力。站在国门前自豪感油然而生，老骄傲了！
蓝*味,2018-08-07,2,套娃广场的游乐项目真的让人无奈到吐槽，制度太不合理，148的门票收了游乐项目的费用，有些项目根本玩不上，不开放，限制时间限制人数，比如球幕影院，想排它的队伍，基本就不能玩别的了。园区内已经有很多游客不满了
一*鼎,2019-04-17,5,去看看，威严大气，一门之隔的俄罗斯，
d*4,2018-06-24,3,满怀崇敬之心来到国门，却发现这里俨然是一个商业化极其浓重的景点，不想被景区消费我们的爱国之心，只在大门外拍了两张照片，在这里的免税区商品集散地买了些商品，然后延着边防公路开去……  真心觉得身为中华人民共和国公民不应该收80的门票费！
x*t,2018-08-14,5,国门威严，景色优美，士兵守卫着祖国的大好河山威武！！！
M*1,2017-09-05,4,国门景区票价80元，另外可购买小火车票进入景区。界碑处挤满了人。相比俄罗斯那边空旷寂寞的草原，这里是太热闹了。望着这雄伟的国门和界碑上鲜艳的国徽，敬畏之情油然而生。回来时，在免税店买些俄罗斯特产，很不错。
M*5,2017-10-22,5,沿着中俄边境线行走的一天。出满洲里国门便是俄罗斯远东地区，西伯利亚大铁路穿过海参崴贝加尔湖后可至莫斯科，如果愿意火车旅行这种古老而缓慢的交通方式可带乘客至欧洲诸国。历史意义大于景观本身的地点，来的原因是历史课本上那些久远的地点和波澜壮阔的事件。在这个世界是平的时代，边境线上无处不在的铁丝网和界碑给人一种新启示。
b*3,2018-11-15,5,感受祖国的强大 很不错的地方推荐
_*1,2018-09-12,3,我们到的时候回来正好有辆从俄罗斯开回来的火车，就在国门上照了几张照片。走路进去回去要走另一条路出去，各种卖纪念品的商店超市，外面的花开的不错
M*7,2018-08-07,5,还好，挺漂亮的，就是景色太少，门票太贵
I*T,2018-08-06,5,很小的时候来过，那时候交通还没有现在便利，也没现在容易。祖国边境，值得参观留念，国门很壮观，每一个中国人来到这里都应该来参观一下。
t*o,2018-08-04,5,国门庄严神圣，不过去到哪里，只要是边界城市，都喜欢去看看国门，不过满洲里国门比较特别，买票就可以进去，一般国门是无法进去的
M*5,2019-04-02,5,值得信赖的网站，值得看看的景点，有意义的旅行
S*6,2018-09-19,5,国门值得一看，庄严神圣，应该看看。
千*行,2018-08-01,4,满洲里国门景区位于内蒙古的满洲里市和俄罗斯边境。进入景区是收费的，而且必须出示证件，非中国公民可能进不了。景区大门外有个中俄商品贸易区。
寒*月,2018-07-28,5,有点一方向环境也是不错的，弱人就是不少，但是各种的卖东西的是最多的，什么样的都有，是免税区的实际上还没进市区呢，而且国门景区是单独要门票的，虽然不贵吧，电影
小*刀,2018-07-26,4,朋友回黑龙江老家顺便游览满洲里，还是祖国的边疆漂亮啊，天气凉爽，蓝天白云，外国妹妹也很漂亮，夏天避暑的好地方，四星推荐。
鋆*n,2018-07-25,4,既是中俄国界，又是曾经的红色交通线所在，很有历史意义的地方。国门下至今还通火车。站上观景层，俄罗斯就在眼前。就是感觉80元的门票有些贵了。
3*9,2018-07-24,4,景区比想象中大，国门每层都有卖纪念品的。小火车出去不送到停车场，送到了保税区购物点。里面的视频贵些，但品质应该有保证吧。
M*2,2019-03-21,5,满洲里口岸走向新中国的一条道路。
害*子,2019-03-18,5,很好，去的时候是淡季，人很少。
M*8,2017-08-09,5,先说路线，进门——满洲里红色革命纪念馆——界碑——国门二楼——六大纪念馆——出门。整个景区确实让人看到了三十年河东四十年河西的沧桑变化。当初中东路事变，六大，抗战，苏援的时候，有谁想的到，那个积贫积弱国度的子民，能一个个光鲜亮丽的，悠闲自在的对曾经北方的劲敌，曾经的老大哥，指手画脚品头论足呢？
N*i,2018-09-02,5,国门太坑了～不值得来，票价太高。出门需谨慎
1*7,2017-06-17,5,这个国门跟难进，要留下80元的“买路钱”，一般游客对此很不屑，既然是说国门，每个国人都不应该收费。我是熬到70岁后才免费进入的，为了表示种信念在里边买了80元人民币的俄罗斯雪糕带出来，该花的没有问题，就是不喜欢这种强行收费，国门还收费，该算国门吗？
M*2,2018-12-03,5,满洲里国门景点值得去，篮云白云下鲜红的中华人民共和国几个大字特别显目，登上国门向远方俄罗斯眺望，沃野千里的感觉。
_*1,2018-08-26,5,威武高大的国门，喜欢喜欢。推荐大家来。
L*3,2018-08-26,4,中俄边境的国门，庄严肃穆，41号界碑，再往西50公里就是中俄蒙三国的交界处…参观时正好有中国车出镜，由于已经检查完毕，在国门处直接通过的，已经换轨完毕（出镜前换成适应更宽轨道的轮子）。买了一根俄罗斯进口的雪糕，25元，感觉不如马迭尔…据说
2*2,2018-08-23,4,      8月初的，非节假日的周一去的，竟然都有这么多人，停车场完全停不进去，只好停在路边。     国门实际就是个门字形建筑物，比对面的俄罗斯国门大好几倍。景区里有一个满洲里历史展，以及与满洲里相关的党史展，还是挺值的一看的。在其它地方，可能很难看到这么详细的史料。
申*少,2018-08-22,5,雄伟的国门 壮我国威 我爱你中国
Y*6,2018-07-03,5,还可以，好好好好好好好好好好好好好好好
M*2,2019-03-01,5,非常棒，有机会一定会再去的！！！
M*7,2018-08-18,4,比起对面的俄罗斯国门，我国国门显得高大雄伟，这里已经发展成为一个非常成熟的景区，有免税购物区，据说里面商户很少，没有进去逛~旁边出口经过的地方有一个俄罗斯超市，里面东西很便宜，都是俄罗斯进口的~值得逛一逛~
大*水,2018-08-17,5,雄伟壮观，感受到国家日益强大。
_*1,2018-06-28,5,我去的时候闭园了，不过也就是一个国门。在其他地方国门看多了，就没什么感觉了，不过这个国门门票有点贵！个人感觉不是很值门票要80元。国门跟套娃广场挨的很近，带了小孩子可以去玩一下，女孩子应该比较喜欢，拍照好看。
